Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Variant,Variant index,(case) creator,(case) variant,(case) variant-index,concept:name,defectFixed,defectType,lifecycle:transition,numberRepairs,org:resource,phoneType
1018,Inform User,System,1970/01/23 00:36:00.000,1970/01/23 00:36:00.000,Variant 26,26,Fluxicon Disco,Variant 26,26,Inform User,,,complete,,System,
1018,Repair (Complex),SolverC2,1970/01/23 00:46:00.000,1970/01/23 01:04:00.000,Variant 26,26,Fluxicon Disco,Variant 26,26,Repair (Complex),,,complete,,SolverC2,
1018,Test Repair,Tester1,1970/01/23 01:04:00.000,1970/01/23 01:10:00.000,Variant 26,26,Fluxicon Disco,Variant 26,26,Test Repair,true,,complete,0,Tester1,
1018,End,End,1970/01/23 01:10:00.000,1970/01/23 01:10:00.000,Variant 26,26,Fluxicon Disco,Variant 26,26,End,End,End,complete,End,End,End
1019,Register,System,1970/01/23 00:16:00.000,1970/01/23 00:16:00.000,Variant 13,13,Fluxicon Disco,Variant 13,13,Register,,,complete,,System,
1019,Analyze Defect,Tester4,1970/01/23 00:16:00.000,1970/01/23 00:22:00.000,Variant 13,13,Fluxicon Disco,Variant 13,13,Analyze Defect,,7,complete,,Tester4,T2
1019,Repair (Complex),SolverC3,1970/01/23 00:23:00.000,1970/01/23 01:03:00.000,Variant 13,13,Fluxicon Disco,Variant 13,13,Repair (Complex),,,complete,,SolverC3,
1019,Test Repair,Tester6,1970/01/23 01:03:00.000,1970/01/23 01:12:00.000,Variant 13,13,Fluxicon Disco,Variant 13,13,Test Repair,true,,complete,0,Tester6,
1019,Inform User,System,1970/01/23 01:08:00.000,1970/01/23 01:08:00.000,Variant 13,13,Fluxicon Disco,Variant 13,13,Inform User,,,complete,,System,
1019,End,End,1970/01/23 01:08:00.000,1970/01/23 01:08:00.000,Variant 13,13,Fluxicon Disco,Variant 13,13,End,End,End,complete,End,End,End
102,Register,System,1970/01/03 16:19:00.000,1970/01/03 16:19:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Register,,,complete,,System,
102,Analyze Defect,Tester1,1970/01/03 16:19:00.000,1970/01/03 16:25:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Analyze Defect,,9,complete,,Tester1,T2
102,Repair (Complex),SolverC3,1970/01/03 16:50:00.000,1970/01/03 17:32:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Repair (Complex),,,complete,,SolverC3,
102,Inform User,System,1970/01/03 17:12:00.000,1970/01/03 17:12:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Inform User,,,complete,,System,
102,Test Repair,Tester6,1970/01/03 17:32:00.000,1970/01/03 17:41:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Test Repair,true,,complete,0,Tester6,
102,Archive Repair,System,1970/01/03 17:49:00.000,1970/01/03 17:49:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Archive Repair,true,,complete,0,System,
102,End,End,1970/01/03 17:49:00.000,1970/01/03 17:49:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,End,End,complete,End,End,End
1020,Register,System,1970/01/21 22:47:00.000,1970/01/21 22:47:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Register,,,complete,,System,
1020,Analyze Defect,Tester2,1970/01/21 22:47:00.000,1970/01/21 22:53:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Analyze Defect,,10,complete,,Tester2,T2
1020,Repair (Complex),SolverC3,1970/01/21 23:02:00.000,1970/01/21 23:46:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Repair (Complex),,,complete,,SolverC3,
1020,Inform User,System,1970/01/21 23:21:00.000,1970/01/21 23:21:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Inform User,,,complete,,System,
1020,Test Repair,Tester5,1970/01/21 23:46:00.000,1970/01/21 23:53:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Test Repair,true,,complete,0,Tester5,
1020,End,End,1970/01/21 23:53:00.000,1970/01/21 23:53:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,End,End,End,complete,End,End,End
1021,Register,System,1970/01/23 00:46:00.000,1970/01/23 00:46:00.000,Variant 13,13,Fluxicon Disco,Variant 13,13,Register,,,complete,,System,
1021,Analyze Defect,Tester6,1970/01/23 00:46:00.000,1970/01/23 00:55:00.000,Variant 13,13,Fluxicon Disco,Variant 13,13,Analyze Defect,,9,complete,,Tester6,T1
1021,Repair (Complex),SolverC2,1970/01/23 01:20:00.000,1970/01/23 01:34:00.000,Variant 13,13,Fluxicon Disco,Variant 13,13,Repair (Complex),,,complete,,SolverC2,
1021,Test Repair,Tester2,1970/01/23 01:34:00.000,1970/01/23 01:42:00.000,Variant 13,13,Fluxicon Disco,Variant 13,13,Test Repair,true,,complete,0,Tester2,
1021,Inform User,System,1970/01/23 01:38:00.000,1970/01/23 01:38:00.000,Variant 13,13,Fluxicon Disco,Variant 13,13,Inform User,,,complete,,System,
1021,End,End,1970/01/23 01:38:00.000,1970/01/23 01:38:00.000,Variant 13,13,Fluxicon Disco,Variant 13,13,End,End,End,complete,End,End,End
1022,Register,System,1970/01/23 00:21:00.000,1970/01/23 00:21:00.000,Variant 21,21,Fluxicon Disco,Variant 21,21,Register,,,complete,,System,
1022,Analyze Defect,Tester5,1970/01/23 00:21:00.000,1970/01/23 00:26:00.000,Variant 21,21,Fluxicon Disco,Variant 21,21,Analyze Defect,,2,complete,,Tester5,T3
1022,Repair (Simple),SolverS3,1970/01/23 00:49:00.000,1970/01/23 01:07:00.000,Variant 21,21,Fluxicon Disco,Variant 21,21,Repair (Simple),,,complete,,SolverS3,
1022,Inform User,System,1970/01/23 00:50:00.000,1970/01/23 00:50:00.000,Variant 21,21,Fluxicon Disco,Variant 21,21,Inform User,,,complete,,System,
1022,Test Repair,Tester2,1970/01/23 01:07:00.000,1970/01/23 01:13:00.000,Variant 21,21,Fluxicon Disco,Variant 21,21,Test Repair,true,,complete,1,Tester2,
1022,End,End,1970/01/23 01:13:00.000,1970/01/23 01:13:00.000,Variant 21,21,Fluxicon Disco,Variant 21,21,End,End,End,complete,End,End,End
1023,Register,System,1970/01/22 11:38:00.000,1970/01/22 11:38:00.000,Variant 13,13,Fluxicon Disco,Variant 13,13,Register,,,complete,,System,
1023,Analyze Defect,Tester1,1970/01/22 11:38:00.000,1970/01/22 11:47:00.000,Variant 13,13,Fluxicon Disco,Variant 13,13,Analyze Defect,,7,complete,,Tester1,T3
1023,Repair (Complex),SolverC1,1970/01/22 11:58:00.000,1970/01/22 12:12:00.000,Variant 13,13,Fluxicon Disco,Variant 13,13,Repair (Complex),,,complete,,SolverC1,
1023,Test Repair,Tester2,1970/01/22 12:12:00.000,1970/01/22 12:18:00.000,Variant 13,13,Fluxicon Disco,Variant 13,13,Test Repair,true,,complete,0,Tester2,
1023,Inform User,System,1970/01/22 12:28:00.000,1970/01/22 12:28:00.000,Variant 13,13,Fluxicon Disco,Variant 13,13,Inform User,,,complete,,System,
1023,End,End,1970/01/22 12:28:00.000,1970/01/22 12:28:00.000,Variant 13,13,Fluxicon Disco,Variant 13,13,End,End,End,complete,End,End,End
1024,Register,System,1970/01/23 04:32:00.000,1970/01/23 04:32:00.000,Variant 49,49,Fluxicon Disco,Variant 49,49,Register,,,complete,,System,
1024,Analyze Defect,Tester5,1970/01/23 04:32:00.000,1970/01/23 04:37:00.000,Variant 49,49,Fluxicon Disco,Variant 49,49,Analyze Defect,,5,complete,,Tester5,T2
1024,Repair (Simple),SolverS1,1970/01/23 04:53:00.000,1970/01/23 05:00:00.000,Variant 49,49,Fluxicon Disco,Variant 49,49,Repair (Simple),,,complete,,SolverS1,
1024,Test Repair,Tester5,1970/01/23 05:00:00.000,1970/01/23 05:07:00.000,Variant 49,49,Fluxicon Disco,Variant 49,49,Test Repair,false,,complete,1,Tester5,
1024,Restart Repair,System,1970/01/23 05:12:00.000,1970/01/23 05:12:00.000,Variant 49,49,Fluxicon Disco,Variant 49,49,Restart Repair,,,complete,,System,
1024,Repair (Simple),SolverS2,1970/01/23 05:12:00.000,1970/01/23 05:22:00.000,Variant 49,49,Fluxicon Disco,Variant 49,49,Repair (Simple),,,complete,,SolverS2,
1024,Inform User,System,1970/01/23 05:18:00.000,1970/01/23 05:18:00.000,Variant 49,49,Fluxicon Disco,Variant 49,49,Inform User,,,complete,,System,
1024,Test Repair,Tester1,1970/01/23 05:22:00.000,1970/01/23 05:29:00.000,Variant 49,49,Fluxicon Disco,Variant 49,49,Test Repair,false,,complete,2,Tester1,
1024,Restart Repair,System,1970/01/23 05:34:00.000,1970/01/23 05:34:00.000,Variant 49,49,Fluxicon Disco,Variant 49,49,Restart Repair,,,complete,,System,
1024,Repair (Complex),SolverC2,1970/01/23 05:34:00.000,1970/01/23 05:48:00.000,Variant 49,49,Fluxicon Disco,Variant 49,49,Repair (Complex),,,complete,,SolverC2,
1024,Test Repair,Tester4,1970/01/23 05:48:00.000,1970/01/23 05:58:00.000,Variant 49,49,Fluxicon Disco,Variant 49,49,Test Repair,true,,complete,2,Tester4,
1024,End,End,1970/01/23 05:58:00.000,1970/01/23 05:58:00.000,Variant 49,49,Fluxicon Disco,Variant 49,49,End,End,End,complete,End,End,End
1025,Register,System,1970/01/21 22:17:00.000,1970/01/21 22:17:00.000,Variant 12,12,Fluxicon Disco,Variant 12,12,Register,,,complete,,System,
1025,Analyze Defect,Tester6,1970/01/21 22:17:00.000,1970/01/21 22:26:00.000,Variant 12,12,Fluxicon Disco,Variant 12,12,Analyze Defect,,1,complete,,Tester6,T1
1025,Repair (Simple),SolverS2,1970/01/21 22:40:00.000,1970/01/21 22:50:00.000,Variant 12,12,Fluxicon Disco,Variant 12,12,Repair (Simple),,,complete,,SolverS2,
1025,Test Repair,Tester1,1970/01/21 22:50:00.000,1970/01/21 22:57:00.000,Variant 12,12,Fluxicon Disco,Variant 12,12,Test Repair,true,,complete,1,Tester1,
1025,Inform User,System,1970/01/21 23:13:00.000,1970/01/21 23:13:00.000,Variant 12,12,Fluxicon Disco,Variant 12,12,Inform User,,,complete,,System,
1025,End,End,1970/01/21 23:13:00.000,1970/01/21 23:13:00.000,Variant 12,12,Fluxicon Disco,Variant 12,12,End,End,End,complete,End,End,End
1026,Register,System,1970/01/22 04:24:00.000,1970/01/22 04:24:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Register,,,complete,,System,
1026,Analyze Defect,Tester3,1970/01/22 04:24:00.000,1970/01/22 04:29:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Analyze Defect,,9,complete,,Tester3,T2
1026,Repair (Complex),SolverC3,1970/01/22 04:38:00.000,1970/01/22 05:18:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Repair (Complex),,,complete,,SolverC3,
1026,Inform User,System,1970/01/22 05:10:00.000,1970/01/22 05:10:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Inform User,,,complete,,System,
1026,Test Repair,Tester3,1970/01/22 05:18:00.000,1970/01/22 05:25:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Test Repair,true,,complete,0,Tester3,
1026,End,End,1970/01/22 05:25:00.000,1970/01/22 05:25:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,End,End,End,complete,End,End,End
1027,Register,System,1970/01/22 16:16:00.000,1970/01/22 16:16:00.000,Variant 21,21,Fluxicon Disco,Variant 21,21,Register,,,complete,,System,
1027,Analyze Defect,Tester1,1970/01/22 16:16:00.000,1970/01/22 16:24:00.000,Variant 21,21,Fluxicon Disco,Variant 21,21,Analyze Defect,,1,complete,,Tester1,T3
1027,Repair (Simple),SolverS2,1970/01/22 16:37:00.000,1970/01/22 16:46:00.000,Variant 21,21,Fluxicon Disco,Variant 21,21,Repair (Simple),,,complete,,SolverS2,
1027,Inform User,System,1970/01/22 16:39:00.000,1970/01/22 16:39:00.000,Variant 21,21,Fluxicon Disco,Variant 21,21,Inform User,,,complete,,System,
1027,Test Repair,Tester6,1970/01/22 16:46:00.000,1970/01/22 16:54:00.000,Variant 21,21,Fluxicon Disco,Variant 21,21,Test Repair,true,,complete,1,Tester6,
1027,End,End,1970/01/22 16:54:00.000,1970/01/22 16:54:00.000,Variant 21,21,Fluxicon Disco,Variant 21,21,End,End,End,complete,End,End,End
1028,Register,System,1970/01/22 09:18:00.000,1970/01/22 09:18:00.000,Variant 26,26,Fluxicon Disco,Variant 26,26,Register,,,complete,,System,
1028,Analyze Defect,Tester6,1970/01/22 09:18:00.000,1970/01/22 09:28:00.000,Variant 26,26,Fluxicon Disco,Variant 26,26,Analyze Defect,,6,complete,,Tester6,T1
1028,Inform User,System,1970/01/22 09:44:00.000,1970/01/22 09:44:00.000,Variant 26,26,Fluxicon Disco,Variant 26,26,Inform User,,,complete,,System,
1028,Repair (Complex),SolverC2,1970/01/22 09:55:00.000,1970/01/22 10:06:00.000,Variant 26,26,Fluxicon Disco,Variant 26,26,Repair (Complex),,,complete,,SolverC2,
1028,Test Repair,Tester4,1970/01/22 10:06:00.000,1970/01/22 10:14:00.000,Variant 26,26,Fluxicon Disco,Variant 26,26,Test Repair,true,,complete,0,Tester4,
1028,End,End,1970/01/22 10:14:00.000,1970/01/22 10:14:00.000,Variant 26,26,Fluxicon Disco,Variant 26,26,End,End,End,complete,End,End,End
1029,Register,System,1970/01/22 21:01:00.000,1970/01/22 21:01:00.000,Variant 12,12,Fluxicon Disco,Variant 12,12,Register,,,complete,,System,
1029,Analyze Defect,Tester1,1970/01/22 21:01:00.000,1970/01/22 21:08:00.000,Variant 12,12,Fluxicon Disco,Variant 12,12,Analyze Defect,,2,complete,,Tester1,T1
1029,Repair (Simple),SolverS3,1970/01/22 21:26:00.000,1970/01/22 21:38:00.000,Variant 12,12,Fluxicon Disco,Variant 12,12,Repair (Simple),,,complete,,SolverS3,
1029,Test Repair,Tester6,1970/01/22 21:38:00.000,1970/01/22 21:47:00.000,Variant 12,12,Fluxicon Disco,Variant 12,12,Test Repair,true,,complete,1,Tester6,
1029,Inform User,System,1970/01/22 21:57:00.000,1970/01/22 21:57:00.000,Variant 12,12,Fluxicon Disco,Variant 12,12,Inform User,,,complete,,System,
1029,End,End,1970/01/22 21:57:00.000,1970/01/22 21:57:00.000,Variant 12,12,Fluxicon Disco,Variant 12,12,End,End,End,complete,End,End,End
103,Register,System,1970/01/03 05:41:00.000,1970/01/03 05:41:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Register,,,complete,,System,
103,Analyze Defect,Tester2,1970/01/03 05:41:00.000,1970/01/03 05:49:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Analyze Defect,,10,complete,,Tester2,T1
103,Repair (Complex),SolverC2,1970/01/03 06:15:00.000,1970/01/03 06:34:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Repair (Complex),,,complete,,SolverC2,
103,Test Repair,Tester3,1970/01/03 06:34:00.000,1970/01/03 06:39:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Test Repair,true,,complete,0,Tester3,
103,Inform User,System,1970/01/03 06:37:00.000,1970/01/03 06:37:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Inform User,,,complete,,System,
103,Archive Repair,System,1970/01/03 06:46:00.000,1970/01/03 06:46:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Archive Repair,true,,complete,0,System,
103,End,End,1970/01/03 06:46:00.000,1970/01/03 06:46:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,End,End,complete,End,End,End
1030,Register,System,1970/01/22 10:06:00.000,1970/01/22 10:06:00.000,Variant 29,29,Fluxicon Disco,Variant 29,29,Register,,,complete,,System,
1030,Analyze Defect,Tester6,1970/01/22 10:06:00.000,1970/01/22 10:15:00.000,Variant 29,29,Fluxicon Disco,Variant 29,29,Analyze Defect,,2,complete,,Tester6,T3
1030,Inform User,System,1970/01/22 10:31:00.000,1970/01/22 10:31:00.000,Variant 29,29,Fluxicon Disco,Variant 29,29,Inform User,,,complete,,System,
1030,Repair (Simple),SolverS3,1970/01/22 10:31:00.000,1970/01/22 10:44:00.000,Variant 29,29,Fluxicon Disco,Variant 29,29,Repair (Simple),,,complete,,SolverS3,
1030,Test Repair,Tester1,1970/01/22 10:44:00.000,1970/01/22 10:50:00.000,Variant 29,29,Fluxicon Disco,Variant 29,29,Test Repair,true,,complete,1,Tester1,
1030,End,End,1970/01/22 10:50:00.000,1970/01/22 10:50:00.000,Variant 29,29,Fluxicon Disco,Variant 29,29,End,End,End,complete,End,End,End
1031,Register,System,1970/01/22 06:49:00.000,1970/01/22 06:49:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Register,,,complete,,System,
1031,Analyze Defect,Tester2,1970/01/22 06:49:00.000,1970/01/22 06:55:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Analyze Defect,,10,complete,,Tester2,T1
1031,Repair (Complex),SolverC2,1970/01/22 07:21:00.000,1970/01/22 07:38:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Repair (Complex),,,complete,,SolverC2,
1031,Inform User,System,1970/01/22 07:28:00.000,1970/01/22 07:28:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Inform User,,,complete,,System,
1031,Test Repair,Tester5,1970/01/22 07:38:00.000,1970/01/22 07:45:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Test Repair,true,,complete,0,Tester5,
1031,End,End,1970/01/22 07:45:00.000,1970/01/22 07:45:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,End,End,End,complete,End,End,End
1032,Register,System,1970/01/22 16:57:00.000,1970/01/22 16:57:00.000,Variant 29,29,Fluxicon Disco,Variant 29,29,Register,,,complete,,System,
1032,Analyze Defect,Tester1,1970/01/22 16:57:00.000,1970/01/22 17:04:00.000,Variant 29,29,Fluxicon Disco,Variant 29,29,Analyze Defect,,2,complete,,Tester1,T2
1032,Inform User,System,1970/01/22 17:21:00.000,1970/01/22 17:21:00.000,Variant 29,29,Fluxicon Disco,Variant 29,29,Inform User,,,complete,,System,
1032,Repair (Simple),SolverS3,1970/01/22 17:33:00.000,1970/01/22 17:43:00.000,Variant 29,29,Fluxicon Disco,Variant 29,29,Repair (Simple),,,complete,,SolverS3,
1032,Test Repair,Tester6,1970/01/22 17:43:00.000,1970/01/22 17:49:00.000,Variant 29,29,Fluxicon Disco,Variant 29,29,Test Repair,true,,complete,1,Tester6,
1032,End,End,1970/01/22 17:49:00.000,1970/01/22 17:49:00.000,Variant 29,29,Fluxicon Disco,Variant 29,29,End,End,End,complete,End,End,End
1033,Register,System,1970/01/23 10:18:00.000,1970/01/23 10:18:00.000,Variant 43,43,Fluxicon Disco,Variant 43,43,Register,,,complete,,System,
1033,Analyze Defect,Tester4,1970/01/23 10:18:00.000,1970/01/23 10:25:00.000,Variant 43,43,Fluxicon Disco,Variant 43,43,Analyze Defect,,3,complete,,Tester4,T3
1033,Repair (Simple),SolverS1,1970/01/23 10:27:00.000,1970/01/23 10:34:00.000,Variant 43,43,Fluxicon Disco,Variant 43,43,Repair (Simple),,,complete,,SolverS1,
1033,Test Repair,Tester2,1970/01/23 10:34:00.000,1970/01/23 10:40:00.000,Variant 43,43,Fluxicon Disco,Variant 43,43,Test Repair,false,,complete,1,Tester2,
1033,Restart Repair,System,1970/01/23 10:45:00.000,1970/01/23 10:45:00.000,Variant 43,43,Fluxicon Disco,Variant 43,43,Restart Repair,,,complete,,System,
1033,Repair (Simple),SolverS3,1970/01/23 10:45:00.000,1970/01/23 10:56:00.000,Variant 43,43,Fluxicon Disco,Variant 43,43,Repair (Simple),,,complete,,SolverS3,
1033,Test Repair,Tester3,1970/01/23 10:56:00.000,1970/01/23 11:01:00.000,Variant 43,43,Fluxicon Disco,Variant 43,43,Test Repair,true,,complete,2,Tester3,
1033,Inform User,System,1970/01/23 11:08:00.000,1970/01/23 11:08:00.000,Variant 43,43,Fluxicon Disco,Variant 43,43,Inform User,,,complete,,System,
1033,End,End,1970/01/23 11:08:00.000,1970/01/23 11:08:00.000,Variant 43,43,Fluxicon Disco,Variant 43,43,End,End,End,complete,End,End,End
1034,Register,System,1970/01/22 16:56:00.000,1970/01/22 16:56:00.000,Variant 30,30,Fluxicon Disco,Variant 30,30,Register,,,complete,,System,
1034,Analyze Defect,Tester2,1970/01/22 16:56:00.000,1970/01/22 17:04:00.000,Variant 30,30,Fluxicon Disco,Variant 30,30,Analyze Defect,,4,complete,,Tester2,T1
1034,Inform User,System,1970/01/22 17:27:00.000,1970/01/22 17:27:00.000,Variant 30,30,Fluxicon Disco,Variant 30,30,Inform User,,,complete,,System,
1034,Repair (Simple),SolverS1,1970/01/22 17:34:00.000,1970/01/22 17:40:00.000,Variant 30,30,Fluxicon Disco,Variant 30,30,Repair (Simple),,,complete,,SolverS1,
1034,Test Repair,Tester1,1970/01/22 17:40:00.000,1970/01/22 17:50:00.000,Variant 30,30,Fluxicon Disco,Variant 30,30,Test Repair,false,,complete,1,Tester1,
1034,Restart Repair,System,1970/01/22 18:00:00.000,1970/01/22 18:00:00.000,Variant 30,30,Fluxicon Disco,Variant 30,30,Restart Repair,,,complete,,System,
1034,Repair (Simple),SolverS3,1970/01/22 18:00:00.000,1970/01/22 18:20:00.000,Variant 30,30,Fluxicon Disco,Variant 30,30,Repair (Simple),,,complete,,SolverS3,
1034,Test Repair,Tester1,1970/01/22 18:20:00.000,1970/01/22 18:27:00.000,Variant 30,30,Fluxicon Disco,Variant 30,30,Test Repair,true,,complete,2,Tester1,
1034,End,End,1970/01/22 18:27:00.000,1970/01/22 18:27:00.000,Variant 30,30,Fluxicon Disco,Variant 30,30,End,End,End,complete,End,End,End
1035,Register,System,1970/01/23 12:56:00.000,1970/01/23 12:56:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Register,,,complete,,System,
1035,Analyze Defect,Tester3,1970/01/23 12:56:00.000,1970/01/23 13:02:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Analyze Defect,,7,complete,,Tester3,T2
1035,Repair (Complex),SolverC3,1970/01/23 13:29:00.000,1970/01/23 14:15:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Repair (Complex),,,complete,,SolverC3,
1035,Inform User,System,1970/01/23 13:44:00.000,1970/01/23 13:44:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Inform User,,,complete,,System,
1035,Test Repair,Tester4,1970/01/23 14:15:00.000,1970/01/23 14:24:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Test Repair,true,,complete,0,Tester4,
1035,End,End,1970/01/23 14:24:00.000,1970/01/23 14:24:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,End,End,End,complete,End,End,End
1036,Register,System,1970/01/22 11:02:00.000,1970/01/22 11:02:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Register,,,complete,,System,
1036,Analyze Defect,Tester4,1970/01/22 11:02:00.000,1970/01/22 11:12:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Analyze Defect,,7,complete,,Tester4,T2
1036,Repair (Complex),SolverC2,1970/01/22 11:34:00.000,1970/01/22 11:49:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Repair (Complex),,,complete,,SolverC2,
1036,Inform User,System,1970/01/22 11:37:00.000,1970/01/22 11:37:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Inform User,,,complete,,System,
1036,Test Repair,Tester3,1970/01/22 11:49:00.000,1970/01/22 11:57:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Test Repair,true,,complete,0,Tester3,
1036,End,End,1970/01/22 11:57:00.000,1970/01/22 11:57:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,End,End,End,complete,End,End,End
1037,Register,System,1970/01/23 13:04:00.000,1970/01/23 13:04:00.000,Variant 12,12,Fluxicon Disco,Variant 12,12,Register,,,complete,,System,
1037,Analyze Defect,Tester3,1970/01/23 13:04:00.000,1970/01/23 13:11:00.000,Variant 12,12,Fluxicon Disco,Variant 12,12,Analyze Defect,,4,complete,,Tester3,T3
